Rk,Player,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
738,Johny Placide,GK,ht Haiti,38,1988,3,0,0,0,,0,0,,,0,0,Matches
739,Gonzalo Plata,FW,ec Ecuador,25,2000,4,1,8,5,62.5,2,1.25,0.13,0.2,0,0,Matches
740,Marin Pongra?i?,DF,hr Croatia,28,1997,3,0,1,0,0,0.33,0,0,,0,0,Matches
741,Jackson Porozo,DF,ec Ecuador,25,2000,0.3,0,0,0,,0,0,,,0,0,Matches
742,Pedro Porro,DF,es Spain,26,1999,6.3,2,7,3,42.9,1.12,0.48,0.29,0.67,0,0,Matches
743,Stefan Posch,DF,at Austria,29,1997,3.7,0,3,0,0,0.82,0,0,,0,0,Matches
744,Alexander Prass,"DF,MF",at Austria,25,2001,0.3,0,0,0,,0,0,,,0,0,Matches
745,Ángelo Preciado,"DF,MF",ec Ecuador,28,1998,1.2,0,0,0,,0,0,,,0,0,Matches
746,Ruben Providence,MF,ht Haiti,24,2001,2.4,0,4,1,25,1.64,0.41,0,0,0,0,Matches
747,Lukáš Provod,FW,cz Czechia,29,1996,1.4,0,1,0,0,0.74,0,0,,0,0,Matches
748,Marc Pubill,DF,es Spain,22,2003,0,0,0,0,,0,0,,,0,0,Matches
749,Gustavo Puerta,MF,co Colombia,22,2003,5.2,0,14,5,35.7,2.69,0.96,0,0,0,0,Matches
750,Christian Pulisic,MF,us USA,27,1998,2.5,0,4,2,50,1.61,0.81,0,0,0,0,Matches
751,Ahmed Qasem,"MF,FW",iq Iraq,22,2003,1.4,0,0,0,,0,0,,,0,0,Matches
752,Jarell Quansah,DF,eng England,23,2003,2.2,0,0,0,,0,0,,,0,0,Matches
753,Julián Quiñones,"FW,MF",mx Mexico,29,1997,4.6,4,14,6,42.9,3.07,1.32,0.29,0.67,0,0,Matches
754,Alberto Quintero,"FW,MF",pa Panama,38,1987,0,0,0,0,,0,0,,,0,0,Matches
755,Juan Quintero,"FW,MF",co Colombia,33,1993,1.3,0,4,0,0,2.98,0,0,,0,0,Matches
756,Ramy Rabia,DF,eg Egypt,33,1993,4.1,0,1,1,100,0.24,0.24,0,0,0,0,Matches
757,Adrien Rabiot,MF,fr France,31,1995,6.5,0,9,1,11.1,1.38,0.15,0,0,0,0,Matches
758,Stjepan Radelji?,DF,ba Bosnia–Herz,28,1997,2,0,1,0,0,0.5,0,0,,0,0,Matches
759,Soufiane Rahimi,FW,ma Morocco,30,1996,1.8,2,6,4,66.7,3.31,2.21,0.33,0.5,0,0,Matches
760,Abdul Rahman Baba,"DF,MF",gh Ghana,31,1994,0,0,0,0,,0,0,,,0,0,Matches
761,Anthony Ralston,DF,sct Scotland,27,1998,0.1,0,1,1,100,8.18,8.18,0,0,0,0,Matches
762,Gonçalo Ramos,FW,pt Portugal,24,2001,0.4,1,2,1,50,5,2.5,0.5,1,0,0,Matches
763,Jiovany Ramos,DF,pa Panama,29,1997,1.8,0,2,0,0,1.08,0,0,,0,0,Matches
764,Jesse Randall,MF,nz New Zealand,23,2002,0.7,0,1,0,0,1.48,0,0,,0,0,Matches
765,Raúl Rangel,GK,mx Mexico,26,2000,4.9,0,0,0,,0,0,,,0,0,Matches
766,Raphinha,"MF,FW",br Brazil,29,1996,1.4,0,3,2,66.7,2.09,1.4,0,0,0,0,Matches
767,Nizar Al Rashdan,MF,jo Jordan,27,1999,2.8,1,2,1,50,0.71,0.35,0.5,1,0,0,Matches
768,Marcus Rashford,MF,eng England,28,1997,2.5,1,12,5,41.7,4.84,2.02,0.08,0.2,0,0,Matches
769,Nicolas Raskin,MF,be Belgium,25,2001,3.8,0,2,1,50,0.53,0.26,0,0,0,0,Matches
770,David Raum,DF,de Germany,28,1998,1.2,0,1,1,100,0.83,0.83,0,0,0,0,Matches
771,Noor Al Rawabdeh,MF,jo Jordan,29,1997,3,0,1,0,0,0.33,0,0,,0,0,Matches
772,Rayan,"FW,MF",br Brazil,19,2006,3.2,0,5,2,40,1.56,0.62,0,0,0,0,Matches
773,Iqraam Rayners,FW,za South Africa,30,1995,1.8,0,1,0,0,0.56,0,0,,0,0,Matches
774,Tim Ream,DF,us USA,38,1987,4,0,0,0,,0,0,,,0,0,Matches
775,Tijjani Reijnders,MF,nl Netherlands,27,1998,2.2,0,4,2,50,1.81,0.9,0,0,0,0,Matches
776,Omar Rekik,DF,tn Tunisia,24,2001,2,1,1,1,100,0.5,0.5,1,1,0,0,Matches
777,Israel Reyes,DF,mx Mexico,26,2000,2.2,0,2,0,0,0.89,0,0,,0,0,Matches
778,Gio Reyna,MF,us USA,23,2002,1.5,1,2,1,50,1.37,0.69,0.5,1,0,0,Matches
779,Ramin Rezaeian,"DF,MF",ir IR Iran,36,1990,3,2,4,2,50,1.33,0.67,0.5,1,0,0,Matches
780,Chadi Riad,DF,ma Morocco,22,2003,3.8,0,1,0,0,0.26,0,0,,0,0,Matches
781,Declan Rice,MF,eng England,27,1999,6.2,1,6,3,50,0.97,0.48,0.17,0.33,0,0,Matches
782,Chris Richards,DF,us USA,26,2000,4,0,1,0,0,0.25,0,0,,0,0,Matches
783,Fabian Rieder,"MF,FW",ch Switzerland,24,2002,3.4,0,7,2,28.6,2.09,0.6,0,0,0,0,Matches
784,Richard Ríos,MF,co Colombia,26,2000,1.6,0,5,1,20,3.21,0.64,0,0,0,0,Matches
785,Ró-Ró,DF,qa Qatar,35,1990,3,0,3,1,33.3,1,0.33,0,0,0,0,Matches
786,Andy Robertson,DF,sct Scotland,32,1994,2.5,0,0,0,,0,0,,,0,0,Matches
787,Antonee Robinson,"DF,MF",us USA,28,1997,3.9,0,0,0,,0,0,,,0,0,Matches
788,Miles Robinson,DF,us USA,29,1997,1,0,1,0,0,1,0,0,,0,0,Matches
789,Sergio Rochet,GK,uy Uruguay,33,1993,0.5,0,0,0,,0,0,,,0,0,Matches
790,Rodri,MF,es Spain,29,1996,8,0,7,0,0,0.87,0,0,,0,0,Matches
791,Garry Rodrigues,MF,cv Cabo Verde,35,1990,0.8,0,1,0,0,1.18,0,0,,0,0,Matches
792,Brian Rodríguez,"FW,MF",uy Uruguay,26,2000,0.5,0,3,1,33.3,6.59,2.2,0,0,0,0,Matches
793,James Rodríguez,"FW,MF",co Colombia,34,1991,3.5,0,6,3,50,1.73,0.86,0,0,0,0,Matches
794,Kevin Rodríguez,FW,ec Ecuador,26,2000,1.3,0,6,1,16.7,4.58,0.76,0,0,0,0,Matches
795,Ricardo Rodríguez,DF,ch Switzerland,33,1992,5.7,0,1,0,0,0.17,0,0,,0,0,Matches
796,Tomás Rodríguez,FW,pa Panama,27,1999,0.5,0,1,1,100,1.96,1.96,0,0,0,0,Matches
797,Godfried Roemeratoe,MF,cw Curaçao,26,1999,0.1,0,0,0,,0,0,,,0,0,Matches
798,Morgan Rogers,MF,eng England,23,2002,3.8,0,3,1,33.3,0.8,0.27,0,0,0,0,Matches
799,Cristian Romero,DF,ar Argentina,28,1998,6.8,1,3,1,33.3,0.44,0.15,0.33,1,0,0,Matches
800,Luis Romo,MF,mx Mexico,31,1995,2.9,1,3,1,33.3,1.02,0.34,0.33,1,0,0,Matches
801,Cristiano Ronaldo,FW,pt Portugal,41,1985,4.9,3,18,9,50,3.68,1.84,0.17,0.33,1,1,Matches
802,Eloy Room,GK,cw Curaçao,37,1989,3,0,0,0,,0,0,,,0,0,Matches
803,Marten de Roon,"DF,MF",nl Netherlands,35,1991,0.1,0,0,0,,0,0,,,0,0,Matches
804,Saed Al-Rosan,DF,jo Jordan,29,1997,0.1,0,0,0,,0,0,,,0,0,Matches
805,Antonio Rüdiger,DF,de Germany,33,1993,2.9,0,1,0,0,0.34,0,0,,0,0,Matches
806,Fabián Ruiz Peña,MF,es Spain,30,1996,3.6,1,8,2,25,2.24,0.56,0.13,0.5,0,0,Matches
807,Mathew Ryan,GK,au Australia,34,1992,0,0,0,0,,0,0,,,0,0,Matches
808,Julian Ryerson,DF,no Norway,28,1997,2.5,0,0,0,,0,0,,,0,0,Matches
809,Elias Saad,"MF,FW",tn Tunisia,26,1999,1.3,0,1,0,0,0.78,0,0,,0,0,Matches
810,Marwane Saâdane,"DF,MF",ma Morocco,34,1992,0,0,0,0,,0,0,,,0,0,Matches
811,Mustafa Saadoon,DF,iq Iraq,25,2001,0.2,0,0,0,,0,0,,,0,0,Matches
812,Mahmoud Saber,MF,eg Egypt,24,2001,0.5,1,3,1,33.3,5.87,1.96,0.33,1,0,0,Matches
813,Marcel Sabitzer,MF,at Austria,32,1994,4,1,5,2,40,1.25,0.5,0.2,0.5,0,0,Matches
814,Noah Sadiki,MF,cd Congo DR,21,2004,2.9,0,0,0,,0,0,,,0,0,Matches
815,Michal Sadílek,MF,cz Czechia,27,1999,2,1,7,3,42.9,3.44,1.48,0.14,0.33,0,0,Matches
816,Alexis Saelemaekers,MF,be Belgium,26,1999,0.9,1,4,1,25,4.34,1.08,0.25,1,0,0,Matches
817,Ismael Saibari,FW,ma Morocco,25,2001,4.2,3,10,3,30,2.36,0.71,0.3,1,0,0,Matches
818,Bukayo Saka,MF,eng England,24,2001,4,3,13,7,53.8,3.27,1.76,0.23,0.43,1,1,Matches
819,Mohamed Salah,"FW,MF",eg Egypt,33,1992,4.7,1,9,4,44.4,1.91,0.85,0.11,0.25,0,0,Matches
820,Anass Salah-Eddine,DF,ma Morocco,24,2002,2.4,0,1,0,0,0.42,0,0,,0,0,Matches
821,Nathan Saliba,MF,ca Canada,22,2004,2,1,3,1,33.3,1.48,0.49,0.33,1,0,0,Matches
822,William Saliba,DF,fr France,25,2001,5.3,0,1,0,0,0.19,0,0,,0,0,Matches
823,Shurandy Sambo,DF,cw Curaçao,24,2001,0,0,0,0,,0,0,,,0,0,Matches
824,Antonio Sanabria,FW,py Paraguay,30,1996,0.9,0,0,0,,0,0,,,0,0,Matches
825,Davinson Sánchez,DF,co Colombia,30,1996,5.3,0,6,2,33.3,1.13,0.37,0,0,0,0,Matches
826,Jorge Sánchez,DF,mx Mexico,28,1997,3.9,0,1,1,100,0.26,0.26,0,0,0,0,Matches
827,Alex Sandro,"DF,MF",br Brazil,35,1991,0.1,0,0,0,,0,0,,,0,0,Matches
828,Leroy Sané,MF,de Germany,30,1996,3.6,1,6,2,33.3,1.66,0.55,0.17,0.5,0,0,Matches
829,Ibrahim Sangaré,MF,ci Côte d'Ivoire,28,1997,3,0,1,0,0,0.34,0,0,,0,0,Matches
830,Kaish? Sano,MF,jp Japan,25,2000,3,1,1,1,100,0.33,0.33,1,1,0,0,Matches
831,Danilo Santos,MF,br Brazil,25,2001,0.5,0,2,1,50,3.91,1.96,0,0,0,0,Matches
832,Douglas Santos,DF,br Brazil,32,1994,4.9,0,2,0,0,0.41,0,0,,0,0,Matches
833,Bara Sapoko Ndiaye,MF,sn Senegal,18,2007,0.3,0,1,1,100,3.46,3.46,0,0,0,0,Matches
834,Ismaila Sarr,"MF,FW",sn Senegal,28,1998,4,4,17,6,35.3,4.2,1.48,0.24,0.67,0,0,Matches
835,Farrukh Sayfiev,"DF,MF",uz Uzbekistan,35,1991,0.5,0,0,0,,0,0,,,0,0,Matches
836,Amine Sbai,"FW,MF",ma Morocco,25,2000,0.1,0,0,0,,0,0,,,0,0,Matches
837,Joe Scally,DF,us USA,23,2002,1,0,0,0,,0,0,,,0,0,Matches
838,Patrik Schick,FW,cz Czechia,30,1996,2,0,2,1,50,1,0.5,0,0,0,0,Matches
839,Andreas Schjelderup,FW,no Norway,22,2004,2.8,1,3,2,66.7,1.07,0.71,0.33,0.5,0,0,Matches
840,Alexander Schlager,GK,at Austria,30,1996,4,0,0,0,,0,0,,,0,0,Matches
841,Xaver Schlager,MF,at Austria,28,1997,2.6,0,1,0,0,0.38,0,0,,0,0,Matches
842,Nico Schlotterbeck,DF,de Germany,26,1999,1.5,1,2,2,100,1.33,1.33,0.5,0.5,0,0,Matches
843,Romano Schmid,"MF,FW",at Austria,26,2000,2.9,1,2,1,50,0.68,0.34,0.5,1,0,0,Matches
844,Kamogelo Sebelebele,"DF,MF",za South Africa,23,2002,0.1,0,0,0,,0,0,,,0,0,Matches
845,Abdoulaye Seck,DF,sn Senegal,34,1992,0.6,0,2,0,0,3.16,0,0,,0,0,Matches
846,Alidu Seidu,DF,gh Ghana,26,2000,0.9,0,0,0,,0,0,,,0,0,Matches
847,Nicolas Seiwald,MF,at Austria,25,2001,3.5,0,3,0,0,0.86,0,0,,0,0,Matches
848,Ayumu Seko,DF,jp Japan,26,2000,1,0,0,0,,0,0,,,0,0,Matches
849,Egil Selvik,GK,no Norway,28,1997,1,0,0,0,,0,0,,,0,0,Matches
850,Ken Sema,"FW,MF",se Sweden,32,1993,0.2,0,1,0,0,5.63,0,0,,0,0,Matches
851,Nélson Semedo,"DF,MF",pt Portugal,32,1993,1.4,0,0,0,,0,0,,,0,0,Matches
852,Willy Semedo,FW,cv Cabo Verde,32,1994,1.5,0,3,0,0,2.06,0,0,,0,0,Matches
853,Antoine Semenyo,"MF,FW",gh Ghana,26,2000,4,0,6,0,0,1.5,0,0,,0,0,Matches
854,Marvin Senaya,DF,gh Ghana,25,2001,3.1,0,2,0,0,0.65,0,0,,0,0,Matches
855,Marcos Senesi,DF,ar Argentina,29,1997,1.2,0,1,0,0,0.83,0,0,,0,0,Matches
856,Igor Sergeev,FW,uz Uzbekistan,33,1993,0.3,0,0,0,,0,0,,,0,0,Matches
857,Jean Seri,MF,ci Côte d'Ivoire,34,1991,0.2,0,0,0,,0,0,,,0,0,Matches
858,Kim Seung-gyu,GK,kr Korea Republic,35,1990,3,0,0,0,,0,0,,,0,0,Matches
859,Paik Seung-ho,MF,kr Korea Republic,29,1997,2.3,0,0,0,,0,0,,,0,0,Matches
860,Joaquin Seys,DF,be Belgium,21,2005,0.3,0,0,0,,0,0,,,0,0,Matches
861,Jacob Shaffelburg,MF,ca Canada,26,1999,1,0,3,0,0,2.93,0,0,,0,0,Matches
862,Mohammed Abu Al-Shamat,MF,sa Saudi Arabia,23,2002,1.5,0,1,1,100,0.66,0.66,0,0,0,0,Matches
863,Lawrence Shankland,FW,sct Scotland,30,1995,1.9,0,4,0,0,2.11,0,0,,0,0,Matches
864,Sharara,FW,jo Jordan,28,1997,0,0,0,0,,0,0,,,0,0,Matches
865,Aimar Sher,MF,iq Iraq,23,2002,0.3,0,0,0,,0,0,,,0,0,Matches
866,Kento Shiogai,FW,jp Japan,21,2005,0.1,0,0,0,,0,0,,,0,0,Matches
867,Mostafa Shobeir,GK,eg Egypt,26,2000,5.3,0,0,0,,0,0,,,0,0,Matches
868,Eldor Shomurodov,FW,uz Uzbekistan,30,1995,3,1,4,2,50,1.34,0.67,0.25,0.5,0,0,Matches
869,Otabek Shukurov,MF,uz Uzbekistan,29,1996,2.6,0,2,0,0,0.76,0,0,,0,0,Matches
870,Nkosinathi Sibisi,DF,za South Africa,30,1995,1,0,0,0,,0,0,,,0,0,Matches
871,Kwasi Sibo,MF,gh Ghana,27,1998,2.8,0,0,0,,0,0,,,0,0,Matches
872,Niko Sigur,MF,ca Canada,22,2003,1.4,0,1,0,0,0.71,0,0,,0,0,Matches
873,Bernardo Silva,MF,pt Portugal,31,1994,1.1,0,1,0,0,0.93,0,0,,0,0,Matches
874,Éderson Silva,MF,br Brazil,26,1999,0.2,0,2,0,0,8.18,0,0,,0,0,Matches
875,Giuliano Simeone,FW,ar Argentina,23,2002,2.1,0,1,0,0,0.47,0,0,,0,0,Matches
876,Dominique Simon,MF,ht Haiti,25,2000,0.6,0,1,1,100,1.61,1.61,0,0,0,0,Matches
877,Unai Simón,GK,es Spain,29,1997,8.3,0,0,0,,0,0,,,0,0,Matches
878,Sarpreet Singh,MF,nz New Zealand,27,1999,2.3,0,4,2,50,1.72,0.86,0,0,0,0,Matches
879,Wilfried Singo,DF,ci Côte d'Ivoire,25,2000,1.9,0,2,0,0,1.05,0,0,,0,0,Matches
880,Sphephelo Sithole,MF,za South Africa,27,1999,2.5,0,0,0,,0,0,,,0,0,Matches
881,Ellyes Skhiri,"MF,DF",tn Tunisia,31,1995,2.8,0,0,0,,0,0,,,0,0,Matches
882,Alexandr Sojka,"MF,DF",cz Czechia,23,2003,1.6,0,0,0,,0,0,,,0,0,Matches
883,Ramón Sosa,"FW,MF",py Paraguay,26,1999,0.1,0,0,0,,0,0,,,0,0,Matches
884,Tomáš Sou?ek,MF,cz Czechia,31,1995,1.5,0,1,0,0,0.66,0,0,,0,0,Matches
885,Harry Souttar,DF,au Australia,27,1998,4.3,0,1,1,100,0.23,0.23,0,0,0,0,Matches
886,Djibril Sow,MF,ch Switzerland,29,1997,2.8,0,2,1,50,0.71,0.36,0,0,0,0,Matches
887,Ça?lar Söyüncü,DF,tr Türkiye,30,1996,0.1,0,0,0,,0,0,,,0,0,Matches
888,Djed Spence,DF,eng England,25,2000,4.5,0,2,2,100,0.45,0.45,0,0,0,0,Matches
889,Marko Stamenic,MF,nz New Zealand,24,2002,3,0,3,0,0,1,0,0,,0,0,Matches
890,Josip Staniši?,"DF,MF",hr Croatia,26,2000,4,0,0,0,,0,0,,,0,0,Matches
891,Carl Starfelt,DF,se Sweden,31,1995,0,0,0,0,,0,0,,,0,0,Matches
892,Ross Stewart,FW,sct Scotland,29,1996,0,0,0,0,,0,0,,,0,0,Matches
893,Angelo Stiller,MF,de Germany,25,2001,0.5,0,0,0,,0,0,,,0,0,Matches
894,John Stones,DF,eng England,32,1994,3.7,0,1,0,0,0.27,0,0,,0,0,Matches
895,Jørgen Strand Larsen,FW,no Norway,26,2000,1.2,0,2,1,50,1.71,0.86,0,0,0,1,Matches
896,Elliot Stroud,MF,se Sweden,23,2002,1.8,0,1,0,0,0.54,0,0,,0,0,Matches
897,Luis Suárez,FW,co Colombia,28,1997,3.7,0,9,0,0,2.45,0,0,,0,0,Matches
898,Luka Su?i?,"FW,MF",hr Croatia,23,2002,0.2,0,1,0,0,4.74,0,0,,0,0,Matches
899,Petar Su?i?,"MF,FW",hr Croatia,22,2003,3.2,1,3,2,66.7,0.93,0.62,0.33,0.5,0,0,Matches
900,Yukinari Sugawara,MF,jp Japan,25,2000,1.6,0,2,2,100,1.22,1.22,0,0,0,0,Matches
901,Rebin Sulaka,DF,iq Iraq,34,1992,0.5,0,1,0,0,2.09,0,0,,0,0,Matches
902,Pavel Šulc,FW,cz Czechia,25,2000,2.1,0,2,0,0,0.95,0,0,,0,0,Matches
903,Kamaldeen Sulemana,"MF,FW",gh Ghana,24,2002,1.4,0,1,0,0,0.71,0,0,,0,0,Matches
904,Crysencio Summerville,FW,nl Netherlands,24,2001,2.8,2,2,2,100,0.71,0.71,1,1,0,0,Matches
905,Ivan Šunji?,MF,ba Bosnia–Herz,29,1996,2.2,0,1,1,100,0.46,0.46,0,0,0,0,Matches
906,Finn Surman,DF,nz New Zealand,22,2003,3,1,2,1,50,0.67,0.33,0.5,1,0,0,Matches
907,Josip Šutalo,DF,hr Croatia,26,2000,4,0,1,0,0,0.25,0,0,,0,0,Matches
908,Junnosuke Suzuki,DF,jp Japan,22,2003,0.5,0,0,0,,0,0,,,0,0,Matches
909,Yuito Suzuki,"FW,MF",jp Japan,24,2001,0.1,0,0,0,,0,0,,,0,0,Matches
910,Zion Suzuki,GK,jp Japan,23,2002,4,0,0,0,,0,0,,,0,0,Matches
911,Mattias Svanberg,MF,se Sweden,27,1999,0.2,1,3,2,66.7,16.88,11.25,0.33,0.5,0,0,Matches
912,Daniel Svensson,DF,se Sweden,24,2002,1.1,0,1,0,0,0.92,0,0,,0,0,Matches
913,Alexander Sørloth,FW,no Norway,30,1995,3.7,0,5,0,0,1.34,0,0,,0,0,Matches
914,Musa Al-Taamari,FW,jo Jordan,29,1997,2.4,1,8,3,37.5,3.35,1.26,0.13,0.33,0,0,Matches
915,Haris Tabakovi?,FW,ba Bosnia–Herz,31,1994,0.2,0,0,0,,0,0,,,0,0,Matches
916,Lee Tae-seok,MF,kr Korea Republic,23,2002,1.3,0,0,0,,0,0,,,0,0,Matches
917,Nicolás Tagliafico,DF,ar Argentina,33,1992,5.3,0,0,0,,0,0,,,0,0,Matches
918,Jonathan Tah,DF,de Germany,30,1996,4.1,0,1,1,100,0.24,0.24,0,0,0,0,Matches
919,Benjamin Tahirovic,MF,ba Bosnia–Herz,23,2003,2.6,0,1,0,0,0.38,0,0,,0,0,Matches
920,Zaid Tahseen,DF,iq Iraq,25,2001,1.7,0,2,0,0,1.21,0,0,,0,0,Matches
921,Chemsdine Talbi,MF,ma Morocco,21,2005,2,0,2,0,0,1.01,0,0,,0,0,Matches
922,Montassar Talbi,DF,tn Tunisia,28,1998,3,0,1,0,0,0.33,0,0,,0,0,Matches
923,Hassan Al Tambakti,DF,sa Saudi Arabia,27,1999,2.4,0,0,0,,0,0,,,0,0,Matches
924,Ao Tanaka,MF,jp Japan,27,1998,2.1,0,2,0,0,0.93,0,0,,0,0,Matches
925,Shogo Taniguchi,DF,jp Japan,34,1991,2.6,0,0,0,,0,0,,,0,0,Matches
926,Mehdi Taremi,FW,ir IR Iran,33,1992,2.9,0,5,2,40,1.74,0.69,0,0,0,1,Matches
927,Aurélien Tchouaméni,MF,fr France,26,2000,4,0,3,0,0,0.75,0,0,,0,0,Matches
928,Arthur Theate,DF,be Belgium,26,2000,2.5,0,5,1,20,1.97,0.39,0,0,0,0,Matches
929,Igor Thiago,FW,br Brazil,24,2001,0.7,0,2,1,50,2.95,1.48,0,0,0,0,Matches
930,Malick Thiaw,"DF,MF",de Germany,24,2001,0.5,0,0,0,,0,0,,,0,0,Matches
931,Ryan Thomas,MF,nz New Zealand,31,1994,0.9,0,0,0,,0,0,,,0,0,Matches
932,Brandon Thomas-Asante,"FW,MF",gh Ghana,27,1998,0.6,0,1,0,0,1.7,0,0,,0,0,Matches
933,Morten Thorsby,MF,no Norway,30,1996,0.5,0,0,0,,0,0,,,0,0,Matches
934,Kristian Thorstvedt,MF,no Norway,27,1999,0.7,0,3,1,33.3,4.29,1.43,0,0,0,0,Matches
935,Marcus Thuram,"FW,MF",fr France,28,1997,0,0,0,0,,0,0,,,0,0,Matches
936,Youri Tielemans,MF,be Belgium,29,1997,5.3,2,11,3,27.3,2.09,0.57,0.18,0.67,1,1,Matches
937,Kieran Tierney,MF,sct Scotland,29,1997,1.2,0,2,0,0,1.73,0,0,,0,0,Matches
938,Guus Til,"FW,MF",nl Netherlands,28,1997,0.4,0,0,0,,0,0,,,0,0,Matches
939,Malik Tillman,MF,us USA,24,2002,4,2,8,4,50,2.02,1.01,0.25,0.5,0,0,Matches
940,Quinten Timber,MF,nl Netherlands,24,2001,0.6,0,0,0,,0,0,,,0,0,Matches
941,Takehiro Tomiyasu,DF,jp Japan,27,1998,2,0,1,0,0,0.49,0,0,,0,0,Matches
942,Ivan Toney,FW,eng England,30,1996,0.9,0,2,1,50,2.28,1.14,0,0,0,0,Matches
943,Mehdi Torabi,MF,ir IR Iran,31,1994,0.3,0,0,0,,0,0,,,0,0,Matches
944,Félix Torres Caicedo,DF,ec Ecuador,29,1997,0.1,0,0,0,,0,0,,,0,0,Matches
945,Ferran Torres,FW,es Spain,26,2000,3.2,1,14,4,28.6,4.37,1.25,0.07,0.25,0,0,Matches
946,Sebastian Tounekti,FW,tn Tunisia,23,2002,0.9,0,0,0,,0,0,,,0,0,Matches
947,Bazoumana Touré,MF,ci Côte d'Ivoire,20,2006,0.9,0,0,0,,0,0,,,0,0,Matches
948,Mo Touré,FW,au Australia,22,2004,1.8,0,4,1,25,2.18,0.55,0,0,0,0,Matches
949,Kai Trewin,"DF,MF",au Australia,25,2001,0.8,0,1,0,0,1.2,0,0,,0,0,Matches
950,Trézéguet,MF,eg Egypt,31,1994,1.8,1,8,3,37.5,4.39,1.65,0.13,0.33,0,0,Matches
951,Francisco Trincão,"FW,MF",pt Portugal,26,1999,0.3,0,1,0,0,3.21,0,0,,0,0,Matches
952,Leandro Trossard,"MF,FW",be Belgium,31,1994,5.6,2,17,3,17.6,3.02,0.53,0.12,0.67,0,0,Matches
953,Auston Trusty,DF,us USA,27,1998,1.1,1,3,2,66.7,2.67,1.78,0.33,0.5,0,0,Matches
954,Axel Tuanzebe,DF,cd Congo DR,28,1997,4,0,0,0,,0,0,,,0,0,Matches
955,Matt Turner,GK,us USA,31,1994,1,0,0,0,,0,0,,,0,0,Matches
956,Ayase Ueda,FW,jp Japan,27,1998,3.6,2,9,4,44.4,2.52,1.12,0.22,0.5,0,0,Matches
957,Manuel Ugarte,MF,uy Uruguay,25,2001,2,0,3,1,33.3,1.47,0.49,0,0,0,0,Matches
958,Deniz Undav,FW,de Germany,29,1996,1.7,3,6,4,66.7,3.58,2.38,0.5,0.75,0,0,Matches
959,Dayot Upamecano,DF,fr France,27,1998,7.3,0,4,2,50,0.55,0.27,0,0,0,0,Matches
960,Jakhongir Urozov,DF,uz Uzbekistan,22,2004,1.1,0,0,0,,0,0,,,0,0,Matches
961,Oston Urunov,MF,uz Uzbekistan,25,2000,0.7,0,0,0,,0,0,,,0,0,Matches
962,Can Uzun,MF,tr Türkiye,20,2005,0.4,0,4,1,25,9.47,2.37,0,0,0,0,Matches
963,Enner Valencia,FW,ec Ecuador,36,1989,3.2,0,10,6,60,3.14,1.88,0,0,0,0,Matches
964,Yan Valery,DF,tn Tunisia,27,1999,2.8,0,0,0,,0,0,,,0,0,Matches
965,Federico Valverde,MF,uy Uruguay,27,1998,2.6,0,10,2,20,3.81,0.76,0,0,0,0,Matches
966,Virgil van Dijk,DF,nl Netherlands,34,1991,4.3,1,2,2,100,0.46,0.46,0.5,0.5,0,0,Matches
967,Hans Vanaken,MF,be Belgium,33,1992,3.5,1,5,1,20,1.41,0.28,0.2,1,0,0,Matches
968,Guillermo Varela,DF,uy Uruguay,33,1993,3,0,2,0,0,0.67,0,0,,0,0,Matches
969,Hélio Varela,FW,cv Cabo Verde,24,2002,1.2,1,3,1,33.3,2.6,0.87,0.33,1,0,0,Matches
970,Camilo Vargas,GK,co Colombia,37,1989,5.3,0,0,0,,0,0,,,0,0,Matches
971,Obed Vargas,MF,mx Mexico,20,2005,0.7,0,1,1,100,1.36,1.36,0,0,0,0,Matches
972,Ruben Vargas,MF,ch Switzerland,27,1998,3.2,2,6,4,66.7,1.9,1.27,0.33,0.5,0,0,Matches
973,Nikola Vasilj,GK,ba Bosnia–Herz,30,1995,4,0,0,0,,0,0,,,0,0,Matches
974,Johan Vásquez,DF,mx Mexico,27,1998,4,0,1,0,0,0.25,0,0,,0,0,Matches
975,Alexis Vega,"FW,MF",mx Mexico,28,1997,0.1,0,0,0,,0,0,,,0,0,Matches
976,Renato Veiga,DF,pt Portugal,22,2003,5,0,2,0,0,0.4,0,0,,0,0,Matches
977,Gustavo Velásquez,DF,py Paraguay,35,1991,2.7,0,0,0,,0,0,,,0,0,Matches
978,Nishan Velupillay,MF,au Australia,25,2001,0.8,0,0,0,,0,0,,,0,0,Matches
979,Micky van de Ven,"DF,MF",nl Netherlands,25,2001,2.9,0,3,1,33.3,1.02,0.34,0,0,0,0,Matches
980,Bart Verbruggen,GK,nl Netherlands,23,2002,4.3,0,0,0,,0,0,,,0,0,Matches
981,Matías Viña,DF,uy Uruguay,28,1997,0.5,0,0,0,,0,0,,,0,0,Matches
982,Federico Viñas,FW,uy Uruguay,27,1998,2.1,0,6,3,50,2.81,1.41,0,0,0,0,Matches
983,Denis Višinský,FW,cz Czechia,23,2003,0.6,0,3,0,0,4.91,0,0,,0,0,Matches
984,Pedro Vite,MF,ec Ecuador,24,2002,4,0,4,1,25,1,0.25,0,0,0,0,Matches
985,Vitinha,MF,pt Portugal,26,2000,4.2,0,4,0,0,0.96,0,0,,0,0,Matches
